dataset,index,baseline,target,ratio,lo,hi,half_width_pct,cv_base_pct,cv_idx_pct,dof,excludes_parity,ms_baseline,ms_index
msong,OPQ-IVFPQ+SQ8,HNSW32,0.95,,,,,,,,,,
msong,SuCo,HNSW32,0.99,0.012853712722657768,0.012292504895221006,0.013440542197452892,4.465780926503024,0.46152148620962447,1.7366989379183921,2.281082734040918,True,0.0529589999999999,4.1201325362318775
msong,SHG,HNSW48,0.99,0.8906282720715709,0.876380565958801,0.9051076094383426,1.6127403755510399,0.3187816514485503,0.8178926540560147,2.5939439888458766,True,0.0540483333333332,0.060685624999999854
msong,CSPG,HNSW32,0.99,0.21183317555765915,0.2075870951526188,0.21616610721322072,2.024945346265363,0.46152148620962447,1.0008753349494284,2.813728894584828,True,0.0529589999999999,0.25000333333333297
msong,HNSW48,HNSW32,0.99,0.9798452002836974,0.9710759707506974,0.9886936196936159,0.8990016452505772,0.46152148620962447,0.3187816514485503,3.55453218882351,True,0.0529589999999999,0.0540483333333332
msong,IVFFlat,HNSW32,0.99,0.3358302815702142,0.3315076776404856,0.3402092489147099,1.2955310690773696,0.46152148620962447,0.6635960064057983,3.567953358173462,True,0.0529589999999999,0.1576957258064515
msong,OPQ-IVFPQ,HNSW32,0.99,,,,,,,,,,
msong,OPQ-IVFPQ+SQ8,HNSW32,0.99,,,,,,,,,,
msturing10m,SuCo,HNSW32,0.8,0.00422712719334399,0.004222848956250932,0.004231409764788765,0.10126036130770219,0.010183166847380467,0.03946693130909869,2.265117538124805,True,0.020306149167798326,4.803770560718464
msturing10m,SHG,HNSW48,0.8,0.7416122185464711,0.7397718458944418,0.7434571695986073,0.24846702980356783,0.018305662000972635,0.0983237295852129,2.138481802961094,True,0.02101856502295166,0.028341718889350515
msturing10m,CSPG,HNSW32,0.8,0.8814138629375958,0.8793078611575134,0.8835249087343346,0.2392206291586234,0.010183166847380467,0.0957514312281482,2.0452355222953713,True,0.020306149167798326,0.02303815497083463
msturing10m,HNSW48,HNSW32,0.8,0.9661053999464094,0.9657336842427608,0.9664772587252833,0.03848309317822557,0.010183166847380467,0.018305662000972635,3.1296369896857876,True,0.020306149167798326,0.02101856502295166
msturing10m,IVFFlat,HNSW32,0.8,0.11144717493860759,0.11106418285437397,0.11183148772707562,0.3442459950753912,0.010183166847380467,0.1381915193648733,2.021719514933385,True,0.020306149167798326,0.1822042521848067
msturing10m,OPQ-IVFPQ,HNSW32,0.8,,,,,,,,,,
msturing10m,OPQ-IVFPQ+SQ8,HNSW32,0.8,0.25409998562548164,0.2539012282080901,0.2542988986329475,0.07825077673234714,0.010183166847380467,0.029806104849839175,2.460615233050783,True,0.020306149167798326,0.07991401147785814
msturing10m,SuCo,HNSW32,0.9,0.00847554812570575,0.008464631044142322,0.008486479287347713,0.1288898539737332,0.06170253630160018,0.033391379369988886,3.0789110308125993,True,0.04943455264690819,5.832608335616268
msturing10m,SHG,HNSW48,0.9,0.7628806161039385,0.7615670650092603,0.764196432811926,0.1723315383273162,0.01698218356089049,0.06725627470533903,2.25399179040178,True,0.04695690281902693,0.06155209849063631
msturing10m,CSPG,HNSW32,0.9,0.9405016339587552,0.9340238083639508,0.9470243858435117,0.6911512436633883,0.06170253630160018,0.2712723275123516,2.20639260810394,True,0.04943455264690819,0.0525618998010971
msturing10m,HNSW48,HNSW32,0.9,1.0527643366392836,1.0510918782405414,1.0544394561917778,0.1589899009080614,0.06170253630160018,0.01698218356089049,2.301270183889657,True,0.04943455264690819,0.04695690281902693
msturing10m,IVFFlat,HNSW32,0.9,0.06619389305312702,0.0660911851228269,0.06629676059501417,0.15528280835686809,0.06170253630160018,0.009981537522585442,2.104604780788944,True,0.04943455264690819,0.7468144018547477
msturing10m,OPQ-IVFPQ,HNSW32,0.9,,,,,,,,,,
msturing10m,OPQ-IVFPQ+SQ8,HNSW32,0.9,0.0970737149470088,0.09691870379480948,0.09722897402304906,0.15981165880431877,0.06170253630160018,0.01818903747784285,2.3449897474545023,True,0.04943455264690819,0.5092475617513333
msturing10m,SuCo,HNSW32,0.95,0.01474204358376212,0.014638125339067411,0.014846699559643734,0.7074128474496578,0.010600714898917075,0.28454924270846343,2.0055515543453706,True,0.12150134514099749,8.24182512082838
msturing10m,SHG,HNSW48,0.95,0.7749772672525828,0.7741691638507805,0.7757862141794678,0.10432888789241573,0.04575744422577386,0.04629877912198223,3.9994468338143054,True,0.10659234907067083,0.1375425494073621
msturing10m,CSPG,HNSW32,0.95,0.8590619294974885,0.8579144724943993,0.8602109212194992,0.133660254647947,0.010600714898917075,0.05274644016500674,2.1613006242546677,True,0.12150134514099749,0.14143490820512808
msturing10m,HNSW48,HNSW32,0.95,1.1398692889340676,1.1385399771168758,1.1412001528003248,0.1166877513621159,0.010600714898917075,0.04575744422577386,2.2140708441085954,True,0.12150134514099749,0.10659234907067083
